﻿system_reference_number,facility_name,unit_name_and_description,form_score,patient_comments,Sentiment Score,Translated Text,Misspelled Words
IP-DPOS-2022-367-782566,Sizwe Tropical Disease Hospital,General Ward 10,1,I'm happy about the visiting hours and tuck shop sometimes we dont get what we want from there.,0.6124,I'm happy about the visiting hours and tuck shop sometimes we dont get what we want from there.,there.
IP-DPOS-2022-398-693084,Tembisa Tertiary Hospital,Ward 20 ,1,They all good,0.4404,They all good,
IP-DPOS-2022-398-243965,Tembisa Tertiary Hospital,Ward 20 ,1,"The health workers make our lives more easier and  they make  this warld a better and healthier  environment for patient to heart as they  are patient and  they show love,compasion and take care to us .",0.8479,"The health workers make our lives more easier and  they make  this warld a better and healthier  environment for patient to heart as they  are patient and  they show love,compasion and take care to us .","love,compasion,warld"
IP-DPOS-2022-398-422970,Tembisa Tertiary Hospital,Ward 20 ,1,They  welcomed  me good they so warm and humble with good heart i can't  complain may god   bless them  all,0.9098,They  welcomed  me good they so warm and humble with good heart i can't  complain may god   bless them  all,
IP-DPOS-2022-398-737354,Tembisa Tertiary Hospital,Ward 20 ,1,"The staff is very very excellent calling for help even the environment is very clean, the improvement that i see you can make is o insert bell, to call for help",0.9426,"The staff is very very excellent calling for help even the environment is very clean, the improvement that i see you can make is o insert bell, to call for help","clean,,bell,"
IP-DPOS-2022-398-335406,Tembisa Tertiary Hospital,Ward 09,0.86,Some nurses are understading  some we ever scared to ask call   them . what i like is that their treatment is the best .They  don't   use fast way to get things done they do properly and with care,0.7906,Some nurses are understading  some we ever scared to ask call   them . what i like is that their treatment is the best .They  don't   use fast way to get things done they do properly and with care,".they,understading"
IP-DPOS-2022-367-704848,Sizwe Tropical Disease Hospital,General Ward 10,1,Can you please change the visiting time to 30 minuts please our loved one spend a lot of money on transport.,0.8176,Can you please change the visiting time to 30 minuts please our loved one spend a lot of money on transport.,"transport.,minuts"
IP-DPOS-2022-398-216592,Tembisa Tertiary Hospital,Ward 09,0.86,"I am so greatful about the service as special at the threat ( was treated  very   nice ,but there are two woman that wait for us when we come from threta  there one that take you out from treat bed to wards bed, they are so  abusive they way they touch you and  look things they talk to .
Nurses are not there same  some are knd but some does't care how you feel",-0.0007,"I am so greatful about the service as special at the threat ( was treated  very   nice ,but there are two woman that wait for us when we come from threta  there one that take you out from treat bed to wards bed, they are so  abusive they way they touch you and  look things they talk to .
Nurses are not there same  some are knd but some does't care how you feel","threta,,but,bed,,knd,greatful"
IP-DPOS-2022-398-925372,Tembisa Tertiary Hospital,Ward 09,0.71,Some nurses they don't treat us ryt like their patient they have favouratizm some they talk with is in an ogrissive since o come to hospital i never treated well as a patient,-0.1461,Some nurses they don't treat us ryt like their patient they have favouratizm some they talk with is in an ogrissive since o come to hospital i never treated well as a patient,"ryt,favouratizm,ogrissive"
IP-DPOS-2022-398-494305,Tembisa Tertiary Hospital,Ward 09,0.86,"All staff work on different ways some stuff works with patient but some they work with attitude
We could be glad to be treated so patiently stuff members should treat every patient equal
We could be happy as a staff member.
could always smile with us.",0.9505,"All staff work on different ways some stuff works with patient but some they work with attitude
We could be glad to be treated so patiently stuff members should treat every patient equal
We could be happy as a staff member.
could always smile with us.","us.,member."
IP-DPOS-2022-321-387016,Rahima Moosa Regional Hospital,5,0.57,Advice and address important information on labour to first time mother and also show some kindness as they are clueless and would like to comply. ,0.5859,Advice and address important information on labour to first time mother and also show some kindness as they are clueless and would like to comply. ,comply.
IP-DPOS-2022-398-589727,Tembisa Tertiary Hospital,Ward 09,1,"Some other nurse do care about us and healh but the are doctocrs who always hars to another patient and dont eoqolair what it the paietent 
But it some time better for us
But nigth doctoctors a rude.",0.2382,"Some other nurse do care about us and healh but the are doctocrs who always hars to another patient and dont eoqolair what it the paietent 
But it some time better for us
But nigth doctoctors a rude.","healh,doctocrs,paietent,eoqolair,rude.,hars,nigth,doctoctors"
IP-DPOS-2022-321-894969,Rahima Moosa Regional Hospital,5,1,I dont have any complain sister are good everything was fine and the bed was so clean evrything was so fine for me. . ,0.8779,I dont have any complain sister are good everything was fine and the bed was so clean evrything was so fine for me. . ,"me.,evrything"
IP-DPOS-2022-321-223235,Rahima Moosa Regional Hospital,5,1,"We are happy with everything the food was good beds ,  wards were clean and nice . They treat us with respect and we everything happy . Thank you",0.9723,"We are happy with everything the food was good beds ,  wards were clean and nice . They treat us with respect and we everything happy . Thank you",
IP-DPOS-2022-321-102853,Rahima Moosa Regional Hospital,5,1,Good care . The people that work day they have good heart great minds. great thinking . They have customer care . I love the way they treated me. Thank you,0.9801,Good care . The people that work day they have good heart great minds. great thinking . They have customer care . I love the way they treated me. Thank you,"me.,minds."
IP-DPOS-2022-321-390323,Rahima Moosa Regional Hospital,5,1,"The service the  gave from the time i arrived was excellent. They treated me with respect and showed good work ethic, i would say they should keep it up with the good services.",0.9118,"The service the  gave from the time i arrived was excellent. They treated me with respect and showed good work ethic, i would say they should keep it up with the good services.","ethic,,excellent.,services."
IP-DPOS-2022-321-919920,Rahima Moosa Regional Hospital,5,1,I eat good food . The doctors are very good and the sisters are good .,0.8271,I eat good food . The doctors are very good and the sisters are good .,
IP-DPOS-2022-321-952752,Rahima Moosa Regional Hospital,5,1,I was really happy with the service and the nurses and other staff was really helpful . I am really satisfied with the treatment i received at the hospital . ,0.8801,I was really happy with the service and the nurses and other staff was really helpful . I am really satisfied with the treatment i received at the hospital . ,
IP-DPOS-2022-321-413118,Rahima Moosa Regional Hospital,5,1,I thank everybody at this hospital you treat me very nice . Thank you . May God bless you.,0.9322,I thank everybody at this hospital you treat me very nice . Thank you . May God bless you.,you.
IP-DPOS-2022-398-565880,Tembisa Tertiary Hospital,Ward 18,1,Thank you ward 18 all is well for me,0.5574,Thank you ward 18 all is well for me,
IP-DPOS-2022-321-401719,Rahima Moosa Regional Hospital,5,1,"The stay has been longer than i've expected but it was a  very educating stay with vibrant nurses and their different charecters. 
Therefore i am very greatful.",0.6808,"The stay has been longer than i've expected but it was a  very educating stay with vibrant nurses and their different charecters. 
Therefore i am very greatful.","greatful.,charecters."
IP-DPOS-2022-321-585043,Rahima Moosa Regional Hospital,5,1,They really take good care of there patience. I am really pleased and happy about the work . Good work they must keep it up.,0.9493,They really take good care of there patience. I am really pleased and happy about the work . Good work they must keep it up.,"up.,patience."
IP-DPOS-2022-398-448380,Tembisa Tertiary Hospital,Ward 18,1,I am happy about the service i receive i ward 18. The  staff is friendly and they teach us,0.7845,I am happy about the service i receive i ward 18. The  staff is friendly and they teach us,
IP-DPOS-2022-398-796654,Tembisa Tertiary Hospital,Ward 18,0.86,Wish we can be told more oftern of our heath matters and proper diet,0.4215,Wish we can be told more oftern of our heath matters and proper diet,oftern
IP-DPOS-2022-398-905303,Tembisa Tertiary Hospital,Ward 18,0.86,Sma Toilets  anekhe  clean,0.4019,Sma Toilets  anekhe  clean,anekhe
IP-DPOS-2022-400-110895,Thelle Mogoerane Regional Hospital,Ward 19 (Rehabilitation),1,"I am very happy with the service I am getting, I want to be discharged.",0.6478,"I am very happy with the service I am getting, I want to be discharged.","discharged.,getting,"
IP-DPOS-2022-400-690005,Thelle Mogoerane Regional Hospital,Ward 19 (Rehabilitation),1,I am happy about the nurses.,0.5719,I am happy about the nurses.,nurses.
IP-DPOS-2022-400-685621,Thelle Mogoerane Regional Hospital,Ward 19 (Rehabilitation),0.86,The nurses are not available at night only in the morning.,0,The nurses are not available at night only in the morning.,morning.
IP-DPOS-2022-321-520458,Rahima Moosa Regional Hospital,5,1,"I am amazing with the service render to me and my child. Those nurses are wonderful made. They are so kind to me since came . I must confere they are so kind, wonderful, understanding. Thank you.",0.9733,"I am amazing with the service render to me and my child. Those nurses are wonderful made. They are so kind to me since came . I must confere they are so kind, wonderful, understanding. Thank you.","confere,child.,wonderful,,kind,,made.,you.,understanding."
IP-DPOS-2022-321-803478,Rahima Moosa Regional Hospital,5,1,"This hospital is good and they know to take care of us, keep up the good work . Thank you.",0.8885,"This hospital is good and they know to take care of us, keep up the good work . Thank you.","us,,you."
IP-DPOS-2022-321-043199,Rahima Moosa Regional Hospital,Labour Ward ,0.86,I get enough for their help . Promblem its only to take long when we are on qeues to wait but everything is okay,0.4939,I get enough for their help . Promblem its only to take long when we are on qeues to wait but everything is okay,"qeues,promblem"
IP-DPOS-2022-321-687280,Rahima Moosa Regional Hospital,Labour Ward ,0.86,Clean and neat beds. Regular check up to ensure patients are alright . Decent clean food.,0.9001,Clean and neat beds. Regular check up to ensure patients are alright . Decent clean food.,"food.,beds."
IP-DPOS-2022-400-096280,Thelle Mogoerane Regional Hospital,Ward 19 (Rehabilitation),1,"Waiting for operation has been long, but I was told the operation will take place at A specific time and is still as told this coming Wednesday or Thursday.",0,"Waiting for operation has been long, but I was told the operation will take place at A specific time and is still as told this coming Wednesday or Thursday.","long,,thursday."
IP-DPOS-2022-400-747663,Thelle Mogoerane Regional Hospital,Ward 19 (Rehabilitation),1,Everything is fine I'm nursed.,0.2023,Everything is fine I'm nursed.,nursed.
IP-DPOS-2022-400-964482,Thelle Mogoerane Regional Hospital,Ward 19 (Rehabilitation),1,I'm happy about everything.,0.5719,I'm happy about everything.,everything.
