﻿system_reference_number,facility_name,unit_name_and_description,form_score,patient_comments,Sentiment Score,Translated Text,Misspelled Words
OP-DPOS-2023-151-109209,Helen Joseph Tertiary Hospital,Thembalethu Clinic,1,services very good,0.4927,services very good,
OP-DPOS-2023-151-175225,Helen Joseph Tertiary Hospital,Thembalethu Clinic,0.83,I have good service and  was happy for the day,0.765,I have good service and  was happy for the day,
OP-DPOS-2023-151-262301,Helen Joseph Tertiary Hospital,Thembalethu Clinic,0.78,male toilets reported to FMU ,0.0,male toilets reported to FMU ,fmu
OP-DPOS-2023-151-203179,Helen Joseph Tertiary Hospital,Thembalethu Clinic,0.44,We have or the communty ncluding myself have a problem the flng system and pharmacy.,-0.4019,We have or the communty ncluding myself have a problem the flng system and pharmacy.,"flng,ncluding,communty,pharmacy."
OP-DPOS-2023-367-289660,Sizwe Tropical Disease Hospital,OPD,1,"Sizwe hospital it is a very good warm welcoming home of health they been taking care of me the serviceis excellent and I love this hospital abut everything
",0.9619,"Sizwe hospital it is a very good warm welcoming home of health they been taking care of me the serviceis excellent and I love this hospital abut everything
","serviceis,sizwe"
OP-DPOS-2023-367-982729,Sizwe Tropical Disease Hospital,OPD,1,"All is well and the worker as the whole they do good and great job everyday. They have love and care, respect as well. I thank thelove they gave me I was admitted until the last day of going home. Keep up the good work love yu all. May God bless you.",0.9878,"All is well and the worker as the whole they do good and great job everyday. They have love and care, respect as well. I thank thelove they gave me I was admitted until the last day of going home. Keep up the good work love yu all. May God bless you.","all.,you.,home.,care,,thelove,well.,everyday."
OP-DPOS-2023-367-553967,Sizwe Tropical Disease Hospital,OPD,1,Im happy the way they treat us. Always the smile with us and they treat us well. May God bless you guys. The hospital is clean and nice. Thank you so much. Keep on doing good work,0.9788,Im happy the way they treat us. Always the smile with us and they treat us well. May God bless you guys. The hospital is clean and nice. Thank you so much. Keep on doing good work,"much.,us.,nice.,guys.,well."
OP-DPOS-2023-367-185058,Sizwe Tropical Disease Hospital,OPD,1,I appretiate the fact that they all greet well and with the smile and make you undertand when you dont get what they saying and go through with the medication with you. Explain it and ask questions just to check if we are on the same page. Happy with the service and treatment with all ways.,0.8625,I appretiate the fact that they all greet well and with the smile and make you undertand when you dont get what they saying and go through with the medication with you. Explain it and ask questions just to check if we are on the same page. Happy with the service and treatment with all ways.,"page.,you.,appretiate,ways."
OP-DPOS-2023-151-786237,Helen Joseph Tertiary Hospital,Thembalethu Clinic,0.83,Good bless helen joseph good treatment ,0.8225,Good bless helen joseph good treatment ,
OP-DPOS-2023-151-797792,Helen Joseph Tertiary Hospital,Thembalethu Clinic,1,I have recieved good service from thembalethu clinic they take their patients very serious i am very happy,0.743,I have recieved good service from thembalethu clinic they take their patients very serious i am very happy,"recieved,thembalethu"
OP-DPOS-2023-398-257914,Tembisa Tertiary Hospital,POPD,1,i dont like the way they work only ,-0.2755,i dont like the way they work only ,
OP-DPOS-2023-398-850169,Tembisa Tertiary Hospital,POPD,0.89,Good Service,0.4404,Good Service,
OP-DPOS-2023-398-716735,Tembisa Tertiary Hospital,POPD,0.78,"Abasebenzi endidibene nabo namhlanje,babobuntu bandinceladile",0.0,"Abasebenzi Endidibene Nabo Namlanje, Babobuntu Bandinckile","babobuntu,namlanje,,endidibene,abasebenzi,nabo,bandinckile"
OP-DPOS-2023-398-050332,Tembisa Tertiary Hospital,POPD,0.89,"Service was good, nurses was helping us with smile, but we didn't have tissues in the toilet",0.5106,"Service was good, nurses was helping us with smile, but we didn't have tissues in the toilet","good,,smile,"
OP-DPOS-2023-398-059943,Tembisa Tertiary Hospital,POPD,0.94,Toilet signs are not visible enough. I got lost twice searching for toilet.,-0.3182,Toilet signs are not visible enough. I got lost twice searching for toilet.,"toilet.,enough."
OP-DPOS-2023-398-506286,Tembisa Tertiary Hospital,POPD,0.94,"Thank you for your great service, keep it up. the nurses and doctors are well organised at all the time the time and delivery services is served always with a smile. Taking care of our children.",0.9246,"Thank you for your great service, keep it up. the nurses and doctors are well organised at all the time the time and delivery services is served always with a smile. Taking care of our children.","children.,smile.,up.,service,"
OP-DPOS-2023-398-924789,Tembisa Tertiary Hospital,POPD,1,"With my daughter Autistic, the nurses has been very understanding and helpful, this is truly appreciated. Especially with her being so hyper.",0.8505,"With my daughter Autistic, the nurses has been very understanding and helpful, this is truly appreciated. Especially with her being so hyper.","appreciated.,hyper.,helpful,,autistic,"
OP-DPOS-2023-398-050261,Tembisa Tertiary Hospital,POPD,1,Ever since my son he was diagnose with ASD so the services i get at the hospital is good especially at the POPD clinic,0.4404,Ever since my son he was diagnose with ASD so the services i get at the hospital is good especially at the POPD clinic,"asd,popd"
OP-DPOS-2023-398-666477,Tembisa Tertiary Hospital,POPD,0.94,Service is good so far keep up the good work,0.7003,Service is good so far keep up the good work,
OP-DPOS-2023-398-980531,Tembisa Tertiary Hospital,WHC,0.83,I was well-trained during the process and we nned a positive nurse who is friendly and always smiiling,0.7783,I was well-trained during the process and we nned a positive nurse who is friendly and always smiiling,"well-trained,nned,smiiling"
OP-DPOS-2023-398-046318,Tembisa Tertiary Hospital,WHC,1,"I was well treated nice, she was so kind, caring and a hard working nurse I reallt appreciate her work we need more nurses like her.",0.9503,"I was well treated nice, she was so kind, caring and a hard working nurse I reallt appreciate her work we need more nurses like her.","kind,,reallt,her.,nice,"
OP-DPOS-2023-398-116941,Tembisa Tertiary Hospital,WHC,1,I got help from sister Maelane and she very generous and gentle she helped me with care and love she was very good,0.964,I got help from sister Maelane and she very generous and gentle she helped me with care and love she was very good,maelane
OP-DPOS-2023-398-192403,Tembisa Tertiary Hospital,WHC,1,She was very good 100% no compaint at all.,0.1851,She was very good 100% no compaint at all.,"all.,compaint,100%"
OP-DPOS-2023-398-873621,Tembisa Tertiary Hospital,WHC,0.61,This hospital has a great company and they are available for you anytime. they know their job and they love their job mostly. they you to do this about your health,0.8519,This hospital has a great company and they are available for you anytime. they know their job and they love their job mostly. they you to do this about your health,"mostly.,anytime."
OP-DPOS-2023-398-866801,Tembisa Tertiary Hospital,Wound Clinic ,0.89,wound clinic ere swere ga botse  ga go seo re belaelago ka sona. ke  ka  mokgwa woo re kgothetsegoka gona o bana bo sister le Doctor ya rena bare swere ga botse ka nnete okare reka fetsa refed le ebile ga bare felele le pelo le rena re somisina le bona ga btse ekare modimo aka ba okeletsa matsatsi a bophelo,0.4767,Wound Clinic ER SWERE GA BOTSE GO SEO Re Belaelago Ka Sona.Ka ka mokgwa woo re kgotehetegoka gona o bana Bo Sister Le Doctor Ya Rena Bare swere gave botse ka ka nnee okare prawn fetsa refed le ebile only gave the felele le pelo le rena re rena re somisina le bona ga btse ekare modimo aka aka okeletsaa a bopheletsa a bopheletsaa a bopheletsaa a bopheletsaa a bopheletsaa a bopheletsaa a bopheletsaa a bopheletsaa a bopheletsaa a bopheletsaa a bopheletsaa a bopheletsi a bopheletsi a bopheletsi a bopheletsi a,"okeletsaa,bopheletsa,felele,swere,ebile,bopheletsaa,nnee,somisina,ekare,btse,botse,bopheletsi,okare,refed,fetsa,mokgwa,modimo,kgotehetegoka,sona.ka,belaelago"
OP-DPOS-2023-398-408305,Tembisa Tertiary Hospital,Wound Clinic ,0.89,i have recived  the out most professinal and most caring assistance. this is by far the best assisstance i have received at a hospital ,0.8268,i have recived  the out most professinal and most caring assistance. this is by far the best assisstance i have received at a hospital ,"assistance.,recived,assisstance,professinal"
OP-DPOS-2023-398-416313,Tembisa Tertiary Hospital,Wound Clinic ,0.89,Re leboga tshwaro ya mo Wound Clinic ya bo sister ga ba felelane pelo bana le tshwaro ye botse kudu re ya leboga ,0.0,Re Libya Ya Wound Clinic Ya Wa Sister Ya Pelo Bana Boate Ye Tye,boate
OP-DPOS-2023-398-907925,Tembisa Tertiary Hospital,Wound Clinic ,0.89,"They have good services and they do their work with love and care ,have with they job they are doing ",0.8834,"They have good services and they do their work with love and care ,have with they job they are doing ",",have"
OP-DPOS-2023-398-743652,Tembisa Tertiary Hospital,Wound Clinic ,0.89,thobela re thaba kgohlokomela ga botse ka mo kgge re dikwa re le kgabotse ga kele ba thata rea thaba ,0.0,Thobela Ra Thaba Kgohlokomela GA Botse Kige Kgge Re Dikwa Re Kgabotse GA Thaba,"kgabotse,botse,kgge,kige,kgohlokomela,dikwa,thaba,thobela"
OP-DPOS-2023-398-899620,Tembisa Tertiary Hospital,Wound Clinic ,0.89,im very happy ngendlela enhle engiphethwe nagaye la ekhaya ngiyabonga . kakhulu ngoba abosiler bengiphethe ka ble THANK SO MUCH,0.7574,im very happy ngendlela enhle engiphethwe nagaye la ekhaya ngiyabonga.kakhulu ngoba abosiler bengiphethe ka ble thank so much,"enhle,abosiler,nagaye,bengiphethe,ngendlela,ngiyabonga.kakhulu,engiphethwe,ngoba,ekhaya"
OP-DPOS-2023-398-167556,Tembisa Tertiary Hospital,Wound Clinic ,0.89,"ke sepela mo clinic ya di wound ke tsamaya btse kudu ga gona mathata ntho, yaka ya surgery e tsamaya  btse eya fola. Nna ke rata tswaro ya bona. Ba bereki ba gona bana le lerato le botho clinic ya bona e sekopna . re a leboga bareki ba Wound Clinic Letsware bjalo. Re a le rata",0.7297,"To the same time, the clinic is wound to Tsamaya btse not yet gona mathata ntho, yaka ya surgery e tsamaya btse eya fola.NNA KEAT TSWARO YES BONA.Ba Bereki Ba Gona Bana Le Lerato Le Botho Clinic Yes Bona E Selopna.Re A Leboga Bareki Ba Wound Clinic Letsware Bjalo.Re a le flat","time,,yaka,lerato,tswaro,leboga,tsamaya,bereki,eya,btse,ntho,,selopna.re,keat,bjalo.re,bona.ba,fola.nna,letsware,mathata,botho,bareki"
OP-DPOS-2023-398-542990,Tembisa Tertiary Hospital,Wound Clinic ,0.89,since i arrived in this clinic my situation is so impoving and im pleassed with their service. May God contiunes to use them for his people ,0.2732,since i arrived in this clinic my situation is so impoving and im pleassed with their service. May God contiunes to use them for his people ,"contiunes,pleassed,service.,impoving"
OP-DPOS-2023-398-450825,Tembisa Tertiary Hospital,Wound Clinic ,0.89,The nurses are friendly and always willing to help. they explain everything and  make sure we understand the procedure and the importancy of follow us visits. Big Up wound clinc staff ,0.8625,The nurses are friendly and always willing to help. they explain everything and  make sure we understand the procedure and the importancy of follow us visits. Big Up wound clinc staff ,"visits.,help.,importancy,clinc"
OP-DPOS-2023-398-820287,Tembisa Tertiary Hospital,SOPD,1,NDAFARIRA MABATIRO GAO THRIR HAVE WARM WELL COME AND MUCHIIC MAKACHERNA ,0.4588,NDAFARIRA MABATIRO GAO THRIR HAVE WARM WELL COME AND MUCHIIC MAKACHERNA ,"muchiic,mabatiro,ndafarira,thrir,makacherna"
